"",,,"1958-1962",,,"1963-1967",,,"1968-1972",,,"1973-1977",,,"1978-1982",,,"1983-1987",,,"1988-1992",,,"1993-1997",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,
"4100.|Total area of the country (1000 ha)","4.|Algeria","World | Africa",238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",
"4264.|Desalinated water produced (10^9 m3/year)","14.|Barbados","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.011,"","[468]",,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","23.|Belize","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","19.|Bolivia (Plurinational State of)","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","21.|Brazil","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.04,"I",,,"",,,"",,0.04,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","33.|Canada","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,0.0027,"",,0.0027,"I",,0.0027,"I",,0.0027,"I",,0.0027,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","40.|Chile","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,0.0048,"",,,"",,0.0048,"I",,,"",,0.0645,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","44.|Colombia","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","48.|Costa Rica","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0031,"",
"4264.|Desalinated water produced (10^9 m3/year)","49.|Cuba","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,4.0E-4,"",,,"",,,"",,4.0E-4,"I",
"4264.|Desalinated water produced (10^9 m3/year)","55.|Dominica","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","56.|Dominican Republic","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","58.|Ecuador","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,0.0022,"",,0.0022,"I",,0.0022,"I",,0.0022,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","60.|El Salvador","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,1.0E-4,"I",,,"",,1.0E-4,"I",,1.0E-4,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","86.|Grenada","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","89.|Guatemala","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","91.|Guyana","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","93.|Haiti","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","95.|Honduras","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,2.0E-4,"",,,"",,2.0E-4,"I",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","109.|Jamaica","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,5.0E-4,"",,5.0E-4,"I",,5.0E-4,"I",,5.0E-4,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","138.|Mexico","World | Americas",,"",,,"",,,"",,,"",,0.0307,"I",,0.0307,"I",,0.0307,"",,,"",,0.0191,"",,0.0191,"I",,0.0191,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","157.|Nicaragua","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,2.0E-4,"",,,"",,2.0E-4,"I",,,"",,2.0E-4,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","166.|Panama","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","169.|Paraguay","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,8.0E-6,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","170.|Peru","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,0.0054,"I",,,"",,0.0054,"I",,,"",,0.0054,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","177.|Puerto Rico","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","188.|Saint Kitts and Nevis","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0033,"",,0.0033,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","189.|Saint Lucia","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","191.|Saint Vincent and the Grenadines","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,6.0E-4,"I",
"4264.|Desalinated water produced (10^9 m3/year)","207.|Suriname","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","220.|Trinidad and Tobago","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.036,"",,0.047,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","231.|United States of America","World | Americas",,"",,,"",,,"",,,"",,0.138,"",,0.138,"I",,0.58,"",,0.58,"I",,0.58,"I",,0.58,"I",,0.58,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","234.|Uruguay","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","236.|Venezuela (Bolivarian Republic of)","World | Americas",,"",,,"",,,"",,,"",,,"",,,"",,0.0052,"",,,"",,0.0052,"I",,0.0052,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","2.|Afghanistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","1.|Armenia","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","52.|Azerbaijan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","13.|Bahrain","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,0.0441,"",,,"",,0.0441,"I",,0.1024,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","16.|Bangladesh","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","18.|Bhutan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","26.|Brunei Darussalam","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","115.|Cambodia","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","351.|China","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0109,"I",,0.0109,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","116.|Democratic People's Republic of Korea","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","73.|Georgia","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","100.|India","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,5.0E-4,"",,5.0E-4,"I",,,"",,6.0E-4,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","101.|Indonesia","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,0.0187,"",,,"",,0.019,"I",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","102.|Iran (Islamic Republic of)","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,0.003,"",,0.003,"I",,0.003,"I",,0.2,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","103.|Iraq","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0074,"","[469]",0.0074,"I",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","105.|Israel","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,0.0256,"",,0.0256,"I",,0.0256,"I",,0.14,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","110.|Japan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.04,"",,0.04,"I",,0.04,"I",,0.04,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","112.|Jordan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.002,"",,,"",,0.0098,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","108.|Kazakhstan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.328,"I",,0.64,"",,0.64,"I",,0.853,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","118.|Kuwait","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,0.507,"",,0.231,"",,0.4202,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","113.|Kyrgyzstan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","120.|Lao People's Democratic Republic","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","121.|Lebanon","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0473,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","131.|Malaysia","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,0.0043,"",,0.0043,"I",,0.0043,"I",,0.0043,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","132.|Maldives","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,4.0E-4,"",,,"",,0.0012,"",,,"",,0.0012,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","141.|Mongolia","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","28.|Myanmar","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","149.|Nepal","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","299.|Occupied Palestinian Territory","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","221.|Oman","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.034,"",,0.034,"I",,0.109,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","165.|Pakistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","168.|Papua New Guinea","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","171.|Philippines","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","179.|Qatar","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,0.065,"",,0.099,"",,0.099,"I",,0.18,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","117.|Republic of Korea","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,2.0E-4,"I",,2.0E-4,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","194.|Saudi Arabia","World | Asia",,"",,,"",,,"",,,"",,0.112,"",,0.508,"",,0.683,"",,0.727,"",,0.863,"",,1.033,"","[470]",,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","200.|Singapore","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,0.0072,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","38.|Sri Lanka","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","212.|Syrian Arab Republic","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","208.|Tajikistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0,"I","[471]",,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","216.|Thailand","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","176.|Timor-Leste","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","223.|Turkey","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,5.0E-4,"I",,,"",,5.0E-4,"I",,5.0E-4,"I",,5.0E-4,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","213.|Turkmenistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,0.0,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","225.|United Arab Emirates","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,0.163,"",,0.385,"",,0.385,"I",,0.95,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","235.|Uzbekistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","237.|Viet Nam","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","249.|Yemen","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,0.01,"",,,"",,0.01,"I",,0.0251,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","3.|Albania","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","6.|Andorra","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","11.|Austria","World | Europe",,"",,,"",,,"",,,"",,0.0022,"I",,0.0022,"I",,0.0022,"",,0.0022,"I",,0.0022,"I",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","57.|Belarus","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","255.|Belgium","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","80.|Bosnia and Herzegovina","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","27.|Bulgaria","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","98.|Croatia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","50.|Cyprus","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,0.003,"",,0.003,"I",,0.0335,"",,0.0335,"I",,0.0335,"I",,0.0335,"I",
"4264.|Desalinated water produced (10^9 m3/year)","167.|Czechia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,2.0E-4,"I",,2.0E-4,"I",,2.0E-4,"I",,2.0E-4,"I",,2.0E-4,"I",
"4264.|Desalinated water produced (10^9 m3/year)","54.|Denmark","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,0.015,"",,0.015,"I",,0.015,"I",,0.015,"I",,0.015,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","63.|Estonia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","64.|Faroe Islands","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","67.|Finland","World | Europe",,"",,,"",,,"",,,"",,1.0E-4,"I",,1.0E-4,"I",,1.0E-4,"",,1.0E-4,"I",,1.0E-4,"I",,1.0E-4,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","68.|France","World | Europe",,"",,,"",,,"",,,"",,0.0117,"I",,0.0117,"I",,0.0117,"",,0.0117,"I",,0.0117,"I",,0.0117,"I",,0.0117,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","79.|Germany","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","84.|Greece","World | Europe",,"",,,"",,,"",,,"",,0.01,"I",,0.01,"I",,0.01,"",,0.01,"I",,0.01,"I",,0.01,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","94.|Holy See","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","97.|Hungary","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,2.0E-4,"",,2.0E-4,"I",,2.0E-4,"I",,2.0E-4,"I",,2.0E-4,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","99.|Iceland","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","104.|Ireland","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,2.0E-4,"",,2.0E-4,"I",,2.0E-4,"I",,2.0E-4,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","106.|Italy","World | Europe",,"",,,"",,,"",,,"",,,"",,0.05,"",,0.0973,"",,,"",,0.0973,"I",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","119.|Latvia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","125.|Liechtenstein","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","126.|Lithuania","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","256.|Luxembourg","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","134.|Malta","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,0.024,"",,0.0245,"",,0.0179,"",,0.0189,"",,0.0189,"I",,0.0189,"I",
"4264.|Desalinated water produced (10^9 m3/year)","140.|Monaco","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","273.|Montenegro","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","150.|Netherlands","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","162.|Norway","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,1.0E-4,"",,1.0E-4,"I",,1.0E-4,"I",,1.0E-4,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","173.|Poland","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,0.007,"",,0.007,"I",,0.007,"I",,0.007,"I",,0.007,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","174.|Portugal","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,0.0016,"",,,"",,0.0016,"I",,0.0016,"I",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","146.|Republic of Moldova","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","183.|Romania","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","185.|Russian Federation","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","192.|San Marino","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","272.|Serbia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","199.|Slovakia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","198.|Slovenia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","203.|Spain","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,0.1002,"",,0.1002,"I",,0.1002,"I",,0.1002,"I",,0.1002,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","210.|Sweden","World | Europe",,"",,,"",,,"",,,"",,2.0E-4,"I",,2.0E-4,"I",,2.0E-4,"",,,"",,2.0E-4,"I",,2.0E-4,"I",,2.0E-4,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","211.|Switzerland","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","154.|The former Yugoslav Republic of Macedonia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","230.|Ukraine","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","229.|United Kingdom","World | Europe",,"",,,"",,,"",,,"",,0.0333,"I",,0.0333,"I",,0.0333,"",,0.0333,"I",,0.0333,"I",,0.0333,"I",,0.0333,"I",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","10.|Australia","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,0.0298,"",,0.0298,"I",,0.0298,"I",,0.0298,"I",,0.0298,"I",,0.0298,"I",
"4264.|Desalinated water produced (10^9 m3/year)","47.|Cook Islands","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","66.|Fiji","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","83.|Kiribati","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","127.|Marshall Islands","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,7.0E-4,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","145.|Micronesia (Federated States of)","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","148.|Nauru","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","156.|New Zealand","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","160.|Niue","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","180.|Palau","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","244.|Samoa","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","25.|Solomon Islands","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","218.|Tokelau","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","219.|Tonga","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","227.|Tuvalu","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4264.|Desalinated water produced (10^9 m3/year)","155.|Vanuatu","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",


Metadata:
"[1] [Comparability (over time)] | The exact area still needs to be confirmed"
"[2] [Comparability (over time)] | The exact area still needs to be confirmed"
